date,card,category,type,amount
2022-12-13,3,Smoke,outcome,130.00
2022-12-13,3,Food and Rest,outcome,967.50
2022-12-14,3,Food and Rest,outcome,920.50
2022-12-15,3,Food and Rest,outcome,127.00
2022-12-16,3,Food and Rest,outcome,1866.59
2022-12-16,2,Food and Rest,outcome,545.00
2022-12-16,3,Others,outcome,3330.00
2022-12-18,3,Food and Rest,outcome,558.00
2022-12-18,3,Others,outcome,490.00
2022-12-18,3,Salary,income,2200.00
2022-12-18,2,Salary,income,4500.00
2022-12-18,3,Transactions,outcome,8325.00
2022-12-19,3,Public Transport,outcome,102.00
2022-12-19,2,Others,outcome,150.00
2022-12-20,3,Others,outcome,1000.00
2022-12-20,2,Food and Rest,outcome,350.00
2022-12-20,3,Public Transport,outcome,741.00
2022-12-21,3,Food and Rest,outcome,1290.36
2022-12-21,3,Personal,outcome,700.00
2022-12-21,2,Personal,outcome,500.00
2022-12-22,3,Salary,income,38908.99
2022-12-22,3,Public Transport,outcome,102.00
2022-12-23,3,Public Transport,outcome,2120.00
2022-12-23,3,Salary,income,1000.00
2022-12-23,3,Food and Rest,outcome,824.98
2022-12-23,3,Party,outcome,500.00
2022-12-23,2,Party,outcome,4200.00
2022-12-23,3,Education,outcome,2300.00
2022-12-24,3,Others,outcome,100.00
2022-12-24,3,Public Transport,outcome,102.00
2022-12-24,3,Food and Rest,outcome,360.00
2022-12-24,3,Party,outcome,624.00
2022-12-24,3,Transactions,outcome,2000.00
2022-12-25,3,Food and Rest,outcome,592.00
2022-12-25,3,Smoke,outcome,140.00
2022-12-26,3,Food and Rest,outcome,995.97
2022-12-26,3,Others,outcome,12800.00
2022-12-27,3,Food and Rest,outcome,398.00
2022-12-27,3,Salary,income,467.00
2022-12-27,3,Public Transport,outcome,102.00
2022-12-27,3,Partner,outcome,3740.00
2022-12-28,3,Others,outcome,550.00
2022-12-28,3,Smoke,outcome,140.00
2022-12-28,3,Salary,income,223.00
2022-12-28,2,Food and Rest,outcome,240.00
2022-12-28,3,Salary,income,136355.01
2022-12-28,3,Food and Rest,outcome,2023.00
2022-12-28,3,Public Transport,outcome,102.00
2022-12-29,3,Clothes,outcome,5643.00
2022-12-30,3,Public Transport,outcome,153.00
2022-12-30,3,Food and Rest,outcome,696.00
2022-12-30,3,Party,outcome,1600.00
2022-12-30,3,Salary,income,1921.17
2022-12-31,3,Public Transport,outcome,1368.00
2022-12-31,3,Transactions,outcome,1000.00
2022-12-31,2,Transactions,income,1000.00
2023-01-01,3,Party,outcome,1800.00
2023-01-01,3,Public Transport,outcome,51.00
2023-01-01,3,Public Transport,outcome,1800.00
2023-01-01,3,Food and Rest,outcome,1470.00
2023-01-02,3,Others,outcome,299.00
2023-01-02,3,Smoke,outcome,140.00
2023-01-02,3,Clothes,outcome,4198.00
2023-01-03,3,Party,outcome,600.00
2023-01-03,3,Others,outcome,550.00
2023-01-03,3,Others,outcome,600.00
2023-01-03,3,Others,outcome,370.20
2023-01-03,3,Others,outcome,500.00
2023-01-03,3,Party,outcome,3990.00
2023-01-03,2,Party,outcome,600.00
2023-01-03,3,Transactions,outcome,5500.00
2023-01-03,2,Transactions,income,5500.00
2023-01-04,3,Public Transport,outcome,918.00
2023-01-04,3,Food and Rest,outcome,790.99
2023-01-04,3,Others,outcome,337.80
2023-01-04,3,Partner,outcome,1500.00
2023-01-04,3,Partner,outcome,5000.00
2023-01-04,3,Others,outcome,216.00
2023-01-05,3,Smoke,outcome,140.00
2023-01-05,3,Public Transport,outcome,83.00
2023-01-05,3,Party,outcome,1800.00
2023-01-07,3,Clothes,outcome,3688.00
2023-01-07,3,Transactions,outcome,8000.00
2023-01-07,2,Transactions,income,8000.00
2023-01-07,3,Others,outcome,603.90
2023-01-08,3,Public Transport,outcome,210.00
2023-01-08,2,Personal,outcome,2500.00
2023-01-09,3,Public Transport,outcome,1495.00
2023-01-09,3,Food and Rest,outcome,787.00
2023-01-09,3,Smoke,outcome,140.00
2023-01-09,3,Transactions,outcome,110.00
2023-01-09,2,Transactions,income,110.00
2023-01-10,3,Food and Rest,outcome,490.00
2023-01-10,2,Others,outcome,257.55
2023-01-11,3,Public Transport,outcome,305.00
2023-01-11,3,Food and Rest,outcome,829.97
2023-01-11,2,Food and Rest,outcome,280.00
2023-01-11,3,Smoke,outcome,140.00
2023-01-11,3,Public Transport,outcome,112.00
2023-01-11,3,Salary,income,15208.65
2023-01-12,3,Personal,outcome,500.00
2023-01-12,3,Party,outcome,2920.00
2023-01-12,3,Transactions,outcome,330.00
2023-01-12,2,Transactions,income,330.00
2023-01-12,3,Transactions,outcome,2550.00
2023-01-12,2,Transactions,income,2550.00
2023-01-13,3,Personal,outcome,1803.00
2023-01-13,3,Food and Rest,outcome,1449.35
2023-01-13,3,Public Transport,outcome,56.00
2023-01-14,3,Public Transport,outcome,570.00
2023-01-14,3,Public Transport,outcome,112.00
2023-01-14,3,Smoke,outcome,140.00
2023-01-14,3,Food and Rest,outcome,610.00
2023-01-15,3,Food and Rest,outcome,972.00
2023-01-15,3,Public Transport,outcome,56.00
2023-01-16,3,Party,outcome,3750.00
2023-01-17,3,Others,outcome,356.00
2023-01-17,3,Food and Rest,outcome,416.00
2023-01-17,3,Smoke,outcome,140.00
2023-01-17,2,Public Transport,outcome,300.00
2023-01-18,3,Food and Rest,outcome,380.00
2023-01-18,2,Food and Rest,outcome,65.00
2023-01-18,3,Food and Rest,outcome,299.97
2023-01-19,3,Salary,income,18250.98
2023-01-19,3,Public Transport,outcome,112.00
2023-01-19,2,Public Transport,outcome,400.00
2023-01-19,3,Party,outcome,881.00
2023-01-19,3,Party,outcome,1600.00
2023-01-19,3,Transactions,outcome,5700.00
2023-01-19,2,Transactions,income,5700.00
2023-01-20,3,Food and Rest,outcome,706.00
2023-01-20,2,Food and Rest,outcome,240.00
2023-01-20,3,Public Transport,outcome,56.00
2023-01-20,3,Smoke,outcome,145.00
2023-01-20,3,Others,outcome,750.00
2023-01-21,3,Public Transport,outcome,56.00
2023-01-21,3,Personal,outcome,4550.00
2023-01-21,3,Food and Rest,outcome,1564.00
2023-01-21,3,Food and Rest,outcome,552.00
2023-01-22,3,Others,outcome,200.00
2023-01-22,3,Food and Rest,outcome,425.00
2023-01-23,3,Others,outcome,235.00
2023-01-23,3,Salary,income,33729.03
2023-01-23,3,Smoke,outcome,140.00
2023-01-23,3,Food and Rest,outcome,2049.88
2023-01-23,2,Food and Rest,outcome,200.00
2023-01-25,3,Food and Rest,outcome,199.98
2023-01-26,3,Smoke,outcome,140.00
2023-01-26,3,Public Transport,outcome,112.00
2023-01-26,3,Food and Rest,outcome,1275.14
2023-01-27,3,Clothes,outcome,908.00
2023-01-28,3,Food and Rest,outcome,478.69
2023-01-28,3,Public Transport,outcome,112.00
2023-01-28,3,Personal,outcome,1550.00
2023-01-28,3,Public Transport,outcome,519.00
2023-01-28,3,Party,outcome,978.50
2023-01-28,3,Public Transport,outcome,930.00
2023-01-29,3,Public Transport,outcome,271.00
2023-01-29,3,Public Transport,outcome,112.00
2023-01-29,3,Smoke,outcome,140.00
2023-01-29,3,Food and Rest,outcome,411.00
2023-01-29,2,Transactions,income,300.00
2023-01-30,3,Food and Rest,outcome,590.00
2023-01-30,3,Salary,income,2961.99
2023-01-31,3,Education,outcome,429.00
2023-01-31,3,Public Transport,outcome,112.00
2023-01-31,3,Food and Rest,outcome,423.48
2023-01-31,2,Food and Rest,outcome,200.00
2023-01-31,3,Food and Rest,outcome,439.00
2023-02-01,3,Others,outcome,299.00
2023-02-01,3,Public Transport,outcome,404.00
2023-02-01,3,Food and Rest,outcome,646.00
2023-02-01,2,Personal,outcome,1000.00
2023-02-02,3,Food and Rest,outcome,1400.00
2023-02-03,3,Public Transport,outcome,56.00
2023-02-03,3,Others,outcome,600.00
2023-02-03,3,Smoke,outcome,140.00
2023-02-03,3,Food and Rest,outcome,39.99
2023-02-03,3,Food and Rest,outcome,354.60
2023-02-03,2,Food and Rest,outcome,365.00
2023-02-04,3,Public Transport,outcome,470.00
2023-02-04,3,Public Transport,outcome,112.00
2023-02-04,3,Food and Rest,outcome,365.87
2023-02-05,3,Food and Rest,outcome,1446.28
2023-02-05,3,Smoke,outcome,140.00
2023-02-05,3,Rent Fee,outcome,25000.00
2023-02-05,3,Transactions,income,1.00
2023-02-05,2,Transactions,outcome,400.00
2023-02-06,3,Partner,outcome,1266.00
2023-02-06,3,Food and Rest,outcome,450.00
2023-02-06,3,Food and Rest,outcome,68.00
2023-02-06,3,Others,outcome,600.00
2023-02-07,3,Others,outcome,60.00
2023-02-07,3,Public Transport,outcome,518.00
2023-02-07,3,Food and Rest,outcome,1252.39
2023-02-07,3,Smoke,outcome,145.00
2023-02-07,3,Partner,outcome,761.00
2023-02-08,3,Salary,income,40357.43
2023-02-09,2,Party,outcome,2000.00
2023-02-10,3,Public Transport,outcome,1090.00
2023-02-10,2,Personal,outcome,700.00
2023-02-11,3,Food and Rest,outcome,1549.13
2023-02-11,2,Food and Rest,outcome,250.00
2023-02-12,3,Food and Rest,outcome,557.00
2023-02-13,3,Partner,outcome,2650.00
2023-02-13,3,Food and Rest,outcome,119.99
2023-02-14,3,Food and Rest,outcome,918.47
2023-02-16,3,Food and Rest,outcome,665.00
2023-02-16,3,Others,outcome,600.00
2023-02-16,2,Others,outcome,429.25
2023-02-16,3,Party,outcome,1600.00
2023-02-17,3,Food and Rest,outcome,904.00
2023-02-17,3,Smoke,outcome,150.00
2023-02-18,3,Public Transport,outcome,56.00
2023-02-19,3,Food and Rest,outcome,658.00
2023-02-19,3,Personal,outcome,768.00
2023-02-20,3,Food and Rest,outcome,713.00
2023-02-21,3,Salary,income,54867.67
2023-02-22,3,Personal,outcome,4000.00
2023-02-22,3,Others,outcome,6344.00
2023-02-22,3,Others,outcome,70.00
2023-02-22,3,Food and Rest,outcome,1563.34
2023-02-22,3,Partner,outcome,1083.96
2023-02-23,3,Others,outcome,17.00
2023-02-24,3,Party,outcome,1660.00
2023-02-24,3,Transactions,outcome,1730.00
2023-02-24,2,Transactions,income,1730.00
2023-02-25,3,Personal,outcome,6900.00
2023-02-25,3,Food and Rest,outcome,1516.92
2023-02-27,3,Food and Rest,outcome,869.78
2023-02-27,3,Salary,income,2617.80
2023-02-28,3,Partner,outcome,541.00
2023-02-28,3,Food and Rest,outcome,445.00
2023-02-28,2,Transactions,outcome,4000.00
2023-03-01,3,Rent Fee,outcome,25000.00
2023-03-01,3,Food and Rest,outcome,879.15
2023-03-02,3,Public Transport,outcome,224.00
2023-03-02,3,Food and Rest,outcome,1185.43
2023-03-02,3,Transactions,income,816.00
2023-03-03,3,Others,outcome,299.00
2023-03-03,3,Food and Rest,outcome,458.00
2023-03-03,3,Food and Rest,outcome,50.00
2023-03-04,3,Food and Rest,outcome,1713.30
2023-03-05,3,Others,outcome,367.00
2023-03-05,3,Food and Rest,outcome,50.00
2023-03-05,3,Public Transport,outcome,112.00
2023-03-05,3,Food and Rest,outcome,70.00
2023-03-05,3,Clothes,outcome,594.00
2023-03-06,3,Others,outcome,1000.00
2023-03-06,3,Public Transport,outcome,470.00
2023-03-06,3,Food and Rest,outcome,458.00
2023-03-06,3,Public Transport,outcome,56.00
2023-03-06,3,Food and Rest,outcome,512.00
2023-03-06,2,Partner,outcome,3600.00
2023-03-07,3,Others,outcome,4000.00
2023-03-07,3,Food and Rest,outcome,738.42
2023-03-08,3,Public Transport,outcome,56.00
2023-03-08,3,Food and Rest,outcome,507.00
2023-03-08,3,Salary,income,45356.33
2023-03-09,3,Food and Rest,outcome,420.00
2023-03-10,3,Public Transport,outcome,468.00
2023-03-10,3,Party,outcome,1430.00
2023-03-11,3,Food and Rest,outcome,668.24
2023-03-12,3,Public Transport,outcome,369.00
2023-03-12,3,Others,outcome,750.00
2023-03-12,3,Food and Rest,outcome,634.99
2023-03-13,3,Public Transport,outcome,556.00
2023-03-13,3,Food and Rest,outcome,490.00
2023-03-15,3,Party,outcome,1400.00
2023-03-16,3,Others,outcome,400.00
2023-03-16,3,Clothes,outcome,584.00
2023-03-16,3,Food and Rest,outcome,287.15
2023-03-17,3,Public Transport,outcome,542.00
2023-03-17,3,Partner,outcome,2655.00
2023-03-18,3,Food and Rest,outcome,680.99
2023-03-18,3,Party,outcome,240.00
2023-03-19,3,Food and Rest,outcome,2164.15
2023-03-19,3,Smoke,outcome,140.00
2023-03-20,3,Food and Rest,outcome,215.00
2023-03-21,3,Public Transport,outcome,112.00
2023-03-22,3,Food and Rest,outcome,742.50
2023-03-22,3,Public Transport,outcome,56.00
2023-03-23,3,Smoke,outcome,150.00
2023-03-23,3,Public Transport,outcome,112.00
2023-03-23,3,Food and Rest,outcome,344.97
2023-03-23,3,Salary,income,40811.09
2023-03-24,3,Others,outcome,10.00
2023-03-24,2,Public Transport,outcome,63.00
2023-03-24,3,Clothes,outcome,2427.00
2023-03-25,3,Food and Rest,outcome,594.98
2023-03-25,3,Personal,outcome,416.50
2023-03-25,2,Public Transport,outcome,24.00
2023-03-26,3,Food and Rest,outcome,450.00
2023-03-26,3,Others,outcome,12510.00
2023-03-27,3,Food and Rest,outcome,910.42
2023-03-27,2,Public Transport,outcome,43.50
2023-03-28,3,Party,outcome,1800.00
2023-03-28,3,Food and Rest,outcome,249.98
2023-03-29,3,Others,outcome,2000.00
2023-03-29,3,Public Transport,outcome,56.00
2023-03-29,2,Public Transport,outcome,487.50
2023-03-29,3,Food and Rest,outcome,209.00
2023-03-30,3,Rent Fee,outcome,55000.00
2023-03-30,3,Food and Rest,outcome,2240.00
2023-03-30,3,Public Transport,outcome,56.00
2023-03-30,3,Salary,income,3057.53
2023-03-30,3,Food and Rest,outcome,209.36
2023-03-31,3,Food and Rest,outcome,1296.59
2023-04-01,3,Public Transport,outcome,56.00
2023-04-02,3,Smoke,outcome,145.00
2023-04-03,3,Food and Rest,outcome,443.00
2023-04-03,3,Public Transport,outcome,750.00
2023-04-04,3,Food and Rest,outcome,644.89
2023-04-04,3,Smoke,outcome,140.00
2023-04-05,3,Others,outcome,600.00
2023-04-05,3,Public Transport,outcome,470.00
2023-04-05,2,Public Transport,outcome,22.50
2023-04-05,3,Food and Rest,outcome,250.79
2023-04-06,3,Others,outcome,700.00
2023-04-06,3,Food and Rest,outcome,60.00
2023-04-06,3,Salary,income,59412.91
2023-04-06,2,Public Transport,outcome,171.50
2023-04-07,3,Food and Rest,outcome,817.86
2023-04-08,3,Others,outcome,579.00
2023-04-08,3,Food and Rest,outcome,1746.38
2023-04-08,2,Public Transport,outcome,14.00
2023-04-09,3,Smoke,outcome,140.00
2023-04-10,3,Food and Rest,outcome,560.00
2023-04-10,2,Public Transport,outcome,37.50
2023-04-10,3,Transactions,outcome,800.00
2023-04-10,2,Transactions,income,800.00
2023-04-11,3,Partner,outcome,1526.00
2023-04-11,3,Food and Rest,outcome,590.00
2023-04-11,3,Smoke,outcome,140.00
2023-04-11,2,Public Transport,outcome,30.96
2023-04-12,3,Food and Rest,outcome,416.00
2023-04-12,2,Public Transport,outcome,30.00
2023-04-12,3,Transactions,income,100.00
2023-04-13,3,Food and Rest,outcome,1140.00
2023-04-13,2,Public Transport,outcome,7.50
2023-04-14,3,Smoke,outcome,155.00
2023-04-14,3,Others,outcome,311.00
2023-04-14,2,Public Transport,outcome,528.50
2023-04-15,3,Party,outcome,3200.00
2023-04-15,3,Food and Rest,outcome,432.68
2023-04-16,3,Food and Rest,outcome,622.97
2023-04-17,3,Food and Rest,outcome,215.00
2023-04-17,2,Public Transport,outcome,29.00
2023-04-18,3,Food and Rest,outcome,1170.00
2023-04-18,2,Public Transport,outcome,29.50
2023-04-19,3,Food and Rest,outcome,1121.00
2023-04-19,2,Public Transport,outcome,32.96
2023-04-21,3,Food and Rest,outcome,1199.71
2023-04-21,3,Others,outcome,382.00
2023-04-21,3,Public Transport,outcome,16338.00
2023-04-23,3,Salary,income,44892.00
2023-04-23,3,Food and Rest,outcome,638.25
2023-04-23,3,Others,outcome,1000.00
2023-04-23,3,Transactions,outcome,6000.00
2023-04-23,2,Transactions,income,6000.00
2023-04-24,3,Transactions,income,2564.00
2023-04-24,2,Transactions,outcome,7780.00
2023-04-24,3,Food and Rest,outcome,1122.00
2023-04-25,3,Food and Rest,outcome,141.17
2023-04-25,3,Food and Rest,outcome,501.00
2023-04-26,3,Food and Rest,outcome,706.00
2023-04-26,3,Smoke,outcome,150.00
2023-04-27,3,Food and Rest,outcome,990.00
2023-04-28,3,Others,outcome,106.00
2023-04-28,3,Party,outcome,900.00
2023-04-28,3,Food and Rest,outcome,527.00
2023-04-28,3,Smoke,outcome,140.00
2023-04-28,3,Transactions,outcome,1800.00
2023-04-28,2,Transactions,income,1800.00
2023-04-29,3,Others,outcome,1000.00
2023-04-29,3,Public Transport,outcome,500.00
2023-04-29,3,Salary,income,2866.44
2023-04-30,3,Rent Fee,outcome,55000.00
2023-05-01,3,Smoke,outcome,519.96
2023-05-04,3,Food and Rest,outcome,300.00
2023-05-04,3,Salary,income,52764.24
2023-05-05,3,Food and Rest,outcome,264.98
2023-05-05,3,Others,outcome,1000.00
2023-05-06,3,Food and Rest,outcome,300.00
2023-05-07,3,Food and Rest,outcome,350.00
2023-05-07,3,Public Transport,outcome,500.00
2023-05-07,3,Public Transport,outcome,470.00
2023-05-08,3,Food and Rest,outcome,439.00
2023-05-08,3,Others,outcome,2200.00
2023-05-08,3,Food and Rest,outcome,837.36
2023-05-09,3,Others,outcome,200.00
2023-05-10,3,Food and Rest,outcome,274.00
2023-05-10,3,Party,outcome,1390.50
2023-05-10,2,Public Transport,outcome,397.93
2023-05-11,3,Food and Rest,outcome,2263.83
2023-05-11,3,Public Transport,outcome,56.00
2023-05-12,3,Public Transport,outcome,558.00
2023-05-12,2,Public Transport,outcome,229.16
2023-05-12,3,Food and Rest,outcome,833.00
2023-05-12,3,Party,outcome,800.00
2023-05-12,3,Others,outcome,2000.00
2023-05-12,2,Transactions,income,450.08
2023-05-13,3,Public Transport,outcome,56.00
2023-05-13,3,Food and Rest,outcome,979.36
2023-05-14,3,Others,outcome,252.48
2023-05-14,2,Public Transport,outcome,97.86
2023-05-15,3,Food and Rest,outcome,544.99
2023-05-15,2,Public Transport,outcome,27.96
2023-05-16,3,Food and Rest,outcome,1084.58
2023-05-18,3,Food and Rest,outcome,505.96
2023-05-19,3,Clothes,outcome,5695.00
2023-05-19,3,Food and Rest,outcome,565.00
2023-05-19,3,Others,outcome,500.00
2023-05-19,2,Public Transport,outcome,106.55
2023-05-20,3,Party,outcome,2800.00
2023-05-20,3,Public Transport,outcome,56.00
2023-05-20,2,Public Transport,outcome,102.06
2023-05-20,3,Food and Rest,outcome,1376.96
2023-05-21,3,Public Transport,outcome,56.00
2023-05-21,3,Food and Rest,outcome,247.96
2023-05-22,3,Food and Rest,outcome,390.00
2023-05-22,2,Public Transport,outcome,20.97
2023-05-23,3,Food and Rest,outcome,1506.80
2023-05-23,3,Salary,income,35913.00
2023-05-23,2,Public Transport,outcome,41.94
2023-05-24,3,Food and Rest,outcome,250.00
2023-05-24,3,Food and Rest,outcome,169.00
2023-05-24,2,Public Transport,outcome,128.34
2023-05-25,3,Others,outcome,352.00
2023-05-25,3,Clothes,outcome,607.00
2023-05-25,3,Food and Rest,outcome,774.99
2023-05-25,2,Public Transport,outcome,118.83
2023-05-27,3,Others,outcome,2010.00
2023-05-27,3,Food and Rest,outcome,533.00
2023-05-28,3,Food and Rest,outcome,304.47
2023-05-28,2,Public Transport,outcome,130.29
2023-05-29,3,Others,outcome,307.00
2023-05-29,3,Food and Rest,outcome,1318.00
2023-05-29,2,Public Transport,outcome,169.56
2023-05-30,3,Food and Rest,outcome,446.99
2023-05-30,3,Salary,income,2930.14
2023-05-30,2,Public Transport,outcome,71.90
2023-05-31,3,Others,outcome,600.00
2023-05-31,3,Food and Rest,outcome,490.00
2023-05-31,2,Public Transport,outcome,111.35
2023-06-01,3,Rent Fee,outcome,55000.00
2023-06-01,3,Food and Rest,outcome,834.65
2023-06-01,3,Others,outcome,204.00
2023-06-01,3,Smoke,outcome,140.00
2023-06-02,3,Others,outcome,26438.00
2023-06-02,2,Public Transport,outcome,65.36
2023-06-03,3,Food and Rest,outcome,2921.40
2023-06-03,3,Others,outcome,1290.00
2023-06-03,3,Party,outcome,270.00
2023-06-03,2,Public Transport,outcome,15.18
2023-06-04,3,Smoke,outcome,140.00
2023-06-04,2,Public Transport,outcome,14.38
2023-06-05,3,Party,outcome,900.00
2023-06-05,3,Others,outcome,1000.00
2023-06-05,3,Others,outcome,13000.00
2023-06-05,3,Food and Rest,outcome,359.21
2023-06-06,3,Public Transport,outcome,470.00
2023-06-06,2,Public Transport,outcome,112.77
2023-06-06,3,Smoke,outcome,140.00
2023-06-06,3,Food and Rest,outcome,616.98
2023-06-07,3,Food and Rest,outcome,522.96
2023-06-08,3,Salary,income,68095.90
2023-06-08,3,Food and Rest,outcome,484.90
2023-06-08,2,Public Transport,outcome,64.71
2023-06-09,3,Food and Rest,outcome,720.73
2023-06-09,2,Public Transport,outcome,22.77
2023-06-10,3,Others,outcome,770.00
2023-06-10,3,Food and Rest,outcome,575.00
2023-06-11,3,Smoke,outcome,150.00
2023-06-11,3,Food and Rest,outcome,1149.99
2023-06-11,2,Public Transport,outcome,22.77
2023-06-12,2,Public Transport,outcome,79.09
2023-06-14,3,Food and Rest,outcome,350.00
2023-06-14,3,Smoke,outcome,145.00
2023-06-14,2,Public Transport,outcome,136.38
2023-06-15,3,Food and Rest,outcome,869.60
2023-06-15,2,Public Transport,outcome,71.90
2023-06-16,3,Food and Rest,outcome,337.17
2023-06-16,3,Food and Rest,outcome,899.00
2023-06-16,2,Public Transport,outcome,136.62
2023-06-16,2,Personal,outcome,100.00
2023-06-17,3,Food and Rest,outcome,530.00
2023-06-17,3,Food and Rest,outcome,574.00
2023-06-17,3,Personal,outcome,539.00
2023-06-17,2,Public Transport,outcome,43.74
2023-06-17,3,Transactions,outcome,989.20
2023-06-17,2,Transactions,income,700.00
2023-06-18,3,Food and Rest,outcome,793.98
2023-06-18,3,Public Transport,outcome,112.00
2023-06-18,2,Public Transport,outcome,37.95
2023-06-19,3,Public Transport,outcome,112.00
2023-06-19,2,Public Transport,outcome,57.52
2023-06-19,3,Food and Rest,outcome,410.00
2023-06-19,3,Smoke,outcome,145.00
2023-06-20,3,Food and Rest,outcome,794.99
2023-06-21,3,Food and Rest,outcome,1451.00
2023-06-21,3,Smoke,outcome,150.00
2023-06-22,3,Salary,income,42753.86
2023-06-22,3,Food and Rest,outcome,830.00
2023-06-22,2,Public Transport,outcome,45.54
2023-06-23,3,Food and Rest,outcome,100.00
2023-06-23,2,Public Transport,outcome,23.37
2023-06-24,3,Party,outcome,3040.00
2023-06-24,3,Food and Rest,outcome,900.00
2023-06-24,3,Others,outcome,200.00
2023-06-24,2,Public Transport,outcome,166.98
2023-06-25,3,Personal,outcome,388.00
2023-06-25,3,Food and Rest,outcome,562.85
2023-06-26,3,Smoke,outcome,150.00
2023-06-26,3,Food and Rest,outcome,364.98
2023-06-26,2,Public Transport,outcome,86.28
2023-06-27,3,Others,outcome,593.00
2023-06-27,3,Food and Rest,outcome,456.97
2023-06-28,3,Public Transport,outcome,11073.00
2023-06-28,2,Public Transport,outcome,21.57
2023-06-28,3,Party,outcome,4396.00
2023-06-28,3,Transactions,outcome,19340.00
2023-06-28,2,Transactions,income,19390.00
2023-06-28,3,Transactions,income,20000.00
2023-06-28,2,Transactions,outcome,20000.00
2023-06-29,3,Salary,income,2570.55
2023-06-29,3,Party,outcome,4576.50
2023-06-29,3,Public Transport,outcome,647.00
2023-06-29,3,Transactions,outcome,14080.00
2023-06-29,2,Transactions,income,14080.00
2023-06-30,3,Food and Rest,outcome,907.00
2023-07-01,3,Rent Fee,outcome,55000.00
2023-07-01,3,Food and Rest,outcome,1733.91
2023-07-01,3,Smoke,outcome,150.00
2023-07-01,2,Public Transport,outcome,68.31
2023-07-02,3,Food and Rest,outcome,549.96
2023-07-02,3,Transactions,income,15000.00
2023-07-02,2,Transactions,outcome,15000.00
2023-07-02,2,Public Transport,outcome,84.48
2023-07-03,3,Smoke,outcome,150.00
2023-07-03,3,Food and Rest,outcome,300.00
2023-07-03,2,Public Transport,outcome,64.71
2023-07-04,3,Food and Rest,outcome,740.00
2023-07-04,2,Personal,outcome,1100.00
2023-07-04,2,Public Transport,outcome,117.12
2023-07-05,3,Food and Rest,outcome,200.00
2023-07-05,3,Party,outcome,450.00
2023-07-05,2,Public Transport,outcome,90.79
2023-07-06,3,Public Transport,outcome,1901.00
2023-07-06,3,Others,outcome,1000.00
2023-07-06,3,Smoke,outcome,145.00
2023-07-06,3,Food and Rest,outcome,5331.00
2023-07-06,3,Salary,income,57470.14
2023-07-09,3,Personal,outcome,2600.00
2023-07-10,3,Smoke,outcome,134.99
2023-07-10,3,Food and Rest,outcome,799.00
2023-07-10,3,Transactions,outcome,0.22
2023-07-11,3,Others,outcome,3711.00
2023-07-12,3,Others,outcome,969.80
2023-07-12,3,Food and Rest,outcome,8542.44
2023-07-13,3,Smoke,outcome,700.00
2023-07-13,3,Party,outcome,4721.50
2023-07-13,3,Transactions,outcome,615.00
2023-07-13,2,Transactions,income,615.00
2023-07-15,3,Food and Rest,outcome,159.78
2023-07-16,3,Smoke,outcome,139.00
2023-07-16,3,Others,outcome,600.00
2023-07-18,2,Food and Rest,outcome,390.00
2023-07-19,3,Others,outcome,1200.00
2023-07-19,3,Transactions,outcome,1200.00
2023-07-19,2,Transactions,income,1200.00
2023-07-19,3,Food and Rest,outcome,198.99
2023-07-20,3,Food and Rest,outcome,581.02
2023-07-21,3,Others,outcome,6430.00
2023-07-21,3,Food and Rest,outcome,149.00
2023-07-22,3,Food and Rest,outcome,299.45
2023-07-23,3,Food and Rest,outcome,180.00
2023-07-23,3,Salary,income,42753.86
2023-07-23,3,Public Transport,outcome,8003.00
2023-07-24,3,Food and Rest,outcome,376.00
2023-07-24,3,Public Transport,outcome,1624.00
2023-07-25,3,Others,outcome,1500.00
2023-07-25,3,Party,outcome,400.00
2023-07-25,3,Food and Rest,outcome,1242.00
2023-07-26,3,Smoke,outcome,150.00
2023-07-27,3,Food and Rest,outcome,3152.99
2023-07-27,3,Others,outcome,1000.00
2023-07-28,3,Food and Rest,outcome,3068.99
2023-07-28,3,Others,outcome,50.00
2023-07-29,3,Food and Rest,outcome,1149.99
2023-07-29,3,Smoke,outcome,150.00
2023-07-29,3,Public Transport,outcome,112.00
2023-07-29,2,Public Transport,outcome,23.37
2023-07-30,3,Others,outcome,2000.00
2023-07-30,3,Public Transport,outcome,168.00
2023-07-30,3,Food and Rest,outcome,320.97
2023-07-30,3,Salary,income,2643.49
2023-07-31,3,Food and Rest,outcome,450.00
2023-07-31,2,Public Transport,outcome,44.34
2023-07-31,3,Personal,outcome,13612.00
2023-08-01,3,Food and Rest,outcome,388.84
2023-08-01,3,Public Transport,outcome,112.00
2023-08-01,2,Public Transport,outcome,22.47
2023-08-01,3,Rent Fee,outcome,55000.00
2023-08-01,3,Smoke,outcome,145.00
2023-08-02,3,Food and Rest,outcome,625.00
2023-08-02,3,Public Transport,outcome,56.00
2023-08-02,2,Public Transport,outcome,67.41
2023-08-03,3,Food and Rest,outcome,351.00
2023-08-03,3,Smoke,outcome,150.00
2023-08-03,3,Public Transport,outcome,112.00
2023-08-03,2,Public Transport,outcome,47.34
2023-08-03,3,Food and Rest,outcome,440.00
2023-08-04,3,Food and Rest,outcome,100.00
2023-08-04,3,Food and Rest,outcome,149.98
2023-08-04,2,Public Transport,outcome,149.91
2023-08-05,3,Others,outcome,1000.00
2023-08-05,3,Food and Rest,outcome,1962.38
2023-08-05,3,Food and Rest,outcome,17.39
